<al, 1>
<to, 1>
<wait, 1>
<for, 1>
<John, 1>
<to, 1>
<come, 1>
<and, 1>
<be, 1>
<forgiven, 1>
<Unfortunately, 1>
<John, 1>
<didn, 1>
<t, 1>
<come, 1>
<not, 1>
<seeing, 1>
<the, 1>
<matter, 1>
<in, 1>
<that, 1>
<light, 1>
<He, 1>
<had, 1>
<carried, 1>
<it, 1>
<off, 1>
<as, 1>
<a, 1>
<good, 1>
<joke, 1>
<with, 1>
<Scott, 1>
<excused, 1>
<his, 1>
<little, 1>
<wife, 1>
<as, 1>
<well, 1>
<as, 1>
<he, 1>
<could, 1>
<and, 1>
<played, 1>
<the, 1>
<host, 1>
<so, 1>
<hospitably, 1>
<that, 1>
<his, 1>
<friend, 1>
<enjoyed, 1>
<the, 1>
<impromptu, 1>
<dinner, 1>
<and, 1>
<promised, 1>
<to, 1>
<come, 1>
<again, 1>
<but, 1>
<John, 1>
<was, 1>
<angry, 1>
<though, 1>
<he, 1>
<did, 1>
<not, 1>
<show, 1>
<it, 1>
<he, 1>
<felt, 1>
<that, 1>
<Meg, 1>
<had, 1>
<deserted, 1>
<him, 1>
<in, 1>
<his, 1>
<hour, 1>
<of, 1>
<need, 1>
<It, 1>
<wasn, 1>
<t, 1>
<fair, 1>
<to, 1>
<tell, 1>
<a, 1>
<man, 1>
<to, 1>
<bring, 1>
<folks, 1>
<home, 1>
<any, 1>
<time, 1>
<with, 1>
<perfect, 1>
<freedom, 1>
<and, 1>
<when, 1>
<he, 1>
<took, 1>
<you, 1>
<at, 1>
<your, 1>
<word, 1>
<to, 1>
<flame, 1>
<up, 1>
<and, 1>
<blame, 1>
<him, 1>
<and, 1>
<leave, 1>
<him, 1>
<in, 1>
<the, 1>
<lurch, 1>
<to, 1>
<be, 1>
<laughed, 1>
<at, 1>
<or, 1>
<pitied, 1>
<No, 1>
<by, 1>
<George, 1>
<it, 1>
<wasn, 1>
<t, 1>
<And, 1>
<Meg, 1>
<must, 1>
<know, 1>
<it, 1>
<He, 1>
<had, 1>
<fumed, 1>
<inwardly, 1>
<during, 1>
<the, 1>
<feast, 1>
<but, 1>
<when, 1>
<the, 1>
<flurry, 1>
<was, 1>
<over, 1>
<and, 1>
<he, 1>
<strolled, 1>
<home, 1>
<after, 1>
<seeing, 1>
<Scott, 1>
<off, 1>
<a, 1>
<milder, 1>
<mood, 1>
<came, 1>
<over, 1>
<him, 1>
<Poor, 1>
<little, 1>
<thing, 1>
<It, 1>
<was, 1>
<hard, 1>
<upon, 1>
<her, 1>
<when, 1>
<she, 1>
<tried, 1>
<so, 1>
<heartily, 1>
<to, 1>
<please, 1>
<me, 1>
<She, 1>
<was, 1>
<wrong, 1>
<of, 1>
<course, 1>
<but, 1>
<then, 1>
<she, 1>
<was, 1>
<young, 1>
<I, 1>
<must, 1>
<be, 1>
<patient, 1>
<and, 1>
<teach, 1>
<her, 1>
<He, 1>
<hoped, 1>
<she, 1>
<had, 1>
<not, 1>
<gone, 1>
<home, 1>
<he, 1>
<hated, 1>
<gossip, 1>
<and, 1>
<interference, 1>
<For, 1>
<a, 1>
<minute, 1>
<he, 1>
<was, 1>
<ruffled, 1>
<again, 1>
<at, 1>
<the, 1>
<mere, 1>
<thought, 1>
<of, 1>
<it, 1>
<and, 1>
<then, 1>
<the, 1>
<fear, 1>
<that, 1>
<Meg, 1>
<would, 1>
<cry, 1>
<herself, 1>
<sick, 1>
<softened, 1>
<his, 1>
<heart, 1>
<and, 1>
<sent, 1>
<him, 1>
<on, 1>
<at, 1>
<, 1>
