<bashful, 1>
<your, 1>
<silly, 1>
<old, 1>
<book, 1>
<again, 1>
<cried, 1>
<Amy, 1>
<getting, 1>
<excited, 1>
<in, 1>
<her, 1>
<turn, 1>
<Why, 1>
<not, 1>
<I, 1>
<burned, 1>
<it, 1>
<up, 1>
<What, 1>
<My, 1>
<little, 1>
<book, 1>
<I, 1>
<was, 1>
<so, 1>
<fond, 1>
<of, 1>
<and, 1>
<worked, 1>
<over, 1>
<and, 1>
<meant, 1>
<to, 1>
<finish, 1>
<before, 1>
<Father, 1>
<got, 1>
<home, 1>
<Have, 1>
<you, 1>
<really, 1>
<burned, 1>
<it, 1>
<said, 1>
<Jo, 1>
<turning, 1>
<very, 1>
<pale, 1>
<while, 1>
<her, 1>
<eyes, 1>
<kindled, 1>
<and, 1>
<her, 1>
<hands, 1>
<clutched, 1>
<Amy, 1>
<nervously, 1>
<Yes, 1>
<I, 1>
<did, 1>
<I, 1>
<told, 1>
<you, 1>
<I, 1>
<d, 1>
<make, 1>
<you, 1>
<pay, 1>
<for, 1>
<being, 1>
<so, 1>
<cross, 1>
<yesterday, 1>
<and, 1>
<I, 1>
<have, 1>
<so, 1>
<Amy, 1>
<got, 1>
<no, 1>
<farther, 1>
<for, 1>
<Jo, 1>
<s, 1>
<hot, 1>
<temper, 1>
<mastered, 1>
<her, 1>
<and, 1>
<she, 1>
<shook, 1>
<Amy, 1>
<till, 1>
<her, 1>
<teeth, 1>
<chattered, 1>
<in, 1>
<her, 1>
<head, 1>
<crying, 1>
<in, 1>
<a, 1>
<passion, 1>
<of, 1>
<grief, 1>
<and, 1>
<anger, 1>
<You, 1>
<wicked, 1>
<wicked, 1>
<girl, 1>
<I, 1>
<never, 1>
<can, 1>
<write, 1>
<it, 1>
<again, 1>
<and, 1>
<I, 1>
<ll, 1>
<never, 1>
<forgive, 1>
<you, 1>
<as, 1>
<long, 1>
<as, 1>
<I, 1>
<live, 1>
<Meg, 1>
<flew, 1>
<to, 1>
<rescue, 1>
<Amy, 1>
<and, 1>
<Beth, 1>
<to, 1>
<pacify, 1>
<Jo, 1>
<but, 1>
<Jo, 1>
<was, 1>
<quite, 1>
<beside, 1>
<herself, 1>
<and, 1>
<with, 1>
<a, 1>
<parting, 1>
<box, 1>
<on, 1>
<her, 1>
<sister, 1>
<s, 1>
<ear, 1>
<she, 1>
<rushed, 1>
<out, 1>
<of, 1>
<the, 1>
<room, 1>
<up, 1>
<to, 1>
<the, 1>
<old, 1>
<sofa, 1>
<in, 1>
<the, 1>
<garret, 1>
<and, 1>
<finished, 1>
<her, 1>
<fight, 1>
<alone, 1>
<The, 1>
<storm, 1>
<cleared, 1>
<up, 1>
<below, 1>
<for, 1>
<Mrs, 1>
<March, 1>
<came, 1>
<home, 1>
<and, 1>
<having, 1>
<heard, 1>
<the, 1>
<story, 1>
<soon, 1>
<brought, 1>
<Amy, 1>
<to, 1>
<a, 1>
<sense, 1>
<of, 1>
<the, 1>
<wrong, 1>
<she, 1>
<had, 1>
<done, 1>
<her, 1>
<sister, 1>
<Jo, 1>
<s, 1>
<book, 1>
<was, 1>
<the, 1>
<pride, 1>
<of, 1>
<her, 1>
<heart, 1>
<and, 1>
<was, 1>
<regarded, 1>
<by, 1>
<her, 1>
<family, 1>
<as, 1>
<a, 1>
<literary, 1>
<sprout, 1>
<of, 1>
<great, 1>
<promise, 1>
<It, 1>
<was, 1>
<only, 1>
<half, 1>
<a, 1>
<dozen, 1>
<little, 1>
<fairy, 1>
<tales, 1>
<but, 1>
<Jo, 1>
<had, 1>
<worked, 1>
<over, 1>
<them, 1>
<patiently, 1>
<putting, 1>
<her, 1>
<whole, 1>
<heart, 1>
<into, 1>
<her, 1>
<work, 1>
<hoping, 1>
<to, 1>
<make, 1>
<something, 1>
<good, 1>
<enough, 1>
<to, 1>
<print, 1>
<She, 1>
<had, 1>
<just, 1>
<copied, 1>
<them, 1>
<with, 1>
<great, 1>
<care, 1>
<and, 1>
<had, 1>
<destroyed, 1>
<the, 1>
<old, 1>
<manuscript, 1>
<so, 1>
<that, 1>
<Amy, 1>
<s, 1>
<bonfire, 1>
<had, 1>
<consumed, 1>
<the, 1>
<loving, 1>
<work, 1>
<of, 1>
<several, 1>
<years, 1>
<It, 1>
<seemed, 1>
<a, 1>
<small, 1>
<loss, 1>
<to, 1>
<others, 1>
<but, 1>
<to, 1>
<Jo, 1>
<it, 1>
<was, 1>
<a, 1>
<dreadful, 1>
<calamity, 1>
<and, 1>
<she, 1>
<felt, 1>
<that, 1>
<it, 1>
<never, 1>
<could, 1>
<be, 1>
<made, 1>
<up, 1>
<to, 1>
<her, 1>
<Beth, 1>
<mourned, 1>
<as, 1>
<for, 1>
<a, 1>
<departed, 1>
<kitten, 1>
<and, 1>
<Meg, 1>
<refused, 1>
<to, 1>
<defend, 1>
<her, 1>
<pet, 1>
<Mrs, 1>
<March, 1>
<looked, 1>
<grave, 1>
<and, 1>
<grieved, 1>
<and, 1>
<Amy, 1>
<felt, 1>
<that, 1>
<no, 1>
<one, 1>
<would, 1>
<love, 1>
<her, 1>
<till, 1>
<she, 1>
<had, 1>
<asked, 1>
<pardon, 1>
<for, 1>
<the, 1>
<act, 1>
<which, 1>
<she, 1>
<now, 1>
<regretted, 1>
<more, 1>
<than, 1>
<any, 1>
<of, 1>
<them, 1>
<When, 1>
<the, 1>
<tea, 1>
<bell, 1>
<rang, 1>
<Jo, 1>
<appeared, 1>
<looking, 1>
<so, 1>
<grim, 1>
<and, 1>
<unapproachable, 1>
<that, 1>
<it, 1>
<took, 1>
<all, 1>
<Amy, 1>
<s, 1>
<courage, 1>
<to, 1>
<say, 1>
<meekly, 1>
<Please, 1>
<forgive, 1>
<me, 1>
<Jo, 1>
<I, 1>
<m, 1>
<very, 1>
<very, 1>
<sorry, 1>
<I, 1>
<never, 1>
<shall, 1>
<forgive, 1>
<you, 1>
<was, 1>
<Jo, 1>
<s, 1>
<stern, 1>
<answer, 1>
<and, 1>
<from, 1>
<that, 1>
<moment, 1>
<she, 1>
<ignored, 1>
<Amy, 1>
<entirely, 1>
<No, 1>
<one, 1>
<spoke, 1>
<of, 1>
<the, 1>
<great, 1>
<trouble, 1>
<not, 1>
<even, 1>
<Mrs, 1>
<March, 1>
<for, 1>
<all, 1>
<had, 1>
<learned, 1>
<by, 1>
<experience, 1>
<that, 1>
<when, 1>
<Jo, 1>
<was, 1>
<in, 1>
<that, 1>
<mood, 1>
<words, 1>
<were, 1>
<wasted, 1>
<and, 1>
<the, 1>
<wisest, 1>
<course, 1>
<was, 1>
<to, 1>
<wait, 1>
<till, 1>
<some, 1>
<little, 1>
<accident, 1>
<or, 1>
<her, 1>
<own, 1>
<generous, 1>
<nature, 1>
<softened, 1>
<Jo, 1>
<s, 1>
<resentment, 1>
<and, 1>
<healed, 1>
<the, 1>
<breach, 1>
<It, 1>
<was, 1>
<not, 1>
<a, 1>
<happy, 1>
<evening, 1>
<for, 1>
<though, 1>
<they, 1>
<sewed, 1>
<as, 1>
<usual, 1>
<while, 1>
<their, 1>
<mother, 1>
<read, 1>
<aloud, 1>
<from, 1>
<Bremer, 1>
<Scott, 1>
<or, 1>
<Edgeworth, 1>
<something, 1>
<was, 1>
<wanting, 1>
<and, 1>
<the, 1>
<sweet, 1>
<home, 1>
<peace, 1>
<was, 1>
<disturbed, 1>
<They, 1>
<felt, 1>
<this, 1>
<most, 1>
<when, 1>
<singing, 1>
<time, 1>
<came, 1>
<for, 1>
<Beth, 1>
<could, 1>
<only, 1>
<play, 1>
<Jo, 1>
<stood, 1>
<dum, 1>
