<e, 1>
<I, 1>
<first, 1>
<had, 1>
<the, 1>
<honor, 1>
<of, 1>
<making, 1>
<your, 1>
<acquaintance, 1>
<you, 1>
<hit, 1>
<me, 1>
<in, 1>
<the, 1>
<face, 1>
<Now, 1>
<I, 1>
<demand, 1>
<the, 1>
<satisfaction, 1>
<of, 1>
<a, 1>
<gentleman, 1>
<and, 1>
<with, 1>
<that, 1>
<the, 1>
<tall, 1>
<uncle, 1>
<proceeded, 1>
<to, 1>
<toss, 1>
<and, 1>
<tousle, 1>
<the, 1>
<small, 1>
<nephew, 1>
<in, 1>
<a, 1>
<way, 1>
<that, 1>
<damaged, 1>
<his, 1>
<philosophical, 1>
<dignity, 1>
<as, 1>
<much, 1>
<as, 1>
<it, 1>
<delighted, 1>
<his, 1>
<boyish, 1>
<soul, 1>
<Blest, 1>
<if, 1>
<she, 1>
<ain, 1>
<t, 1>
<in, 1>
<silk, 1>
<from, 1>
<head, 1>
<to, 1>
<foot, 1>
<ain, 1>
<t, 1>
<it, 1>
<a, 1>
<relishin, 1>
<sight, 1>
<to, 1>
<see, 1>
<her, 1>
<settin, 1>
<there, 1>
<as, 1>
<fine, 1>
<as, 1>
<a, 1>
<fiddle, 1>
<and, 1>
<hear, 1>
<folks, 1>
<calling, 1>
<little, 1>
<Amy, 1>
<Mis, 1>
<Laurence, 1>
<muttered, 1>
<old, 1>
<Hannah, 1>
<who, 1>
<could, 1>
<not, 1>
<resist, 1>
<frequent, 1>
<peeks, 1>
<through, 1>
<the, 1>
<slide, 1>
<as, 1>
<she, 1>
<set, 1>
<the, 1>
<table, 1>
<in, 1>
<a, 1>
<most, 1>
<decidedly, 1>
<promiscuous, 1>
<manner, 1>
<Mercy, 1>
<on, 1>
<us, 1>
<how, 1>
<they, 1>
<did, 1>
<talk, 1>
<first, 1>
<one, 1>
<then, 1>
<the, 1>
<other, 1>
<then, 1>
<all, 1>
<burst, 1>
<out, 1>
<together, 1>
<trying, 1>
<to, 1>
<tell, 1>
<the, 1>
<history, 1>
<of, 1>
<three, 1>
<years, 1>
<in, 1>
<half, 1>
<an, 1>
<hour, 1>
<It, 1>
<was, 1>
<fortunate, 1>
<that, 1>
<tea, 1>
<was, 1>
<at, 1>
<hand, 1>
<to, 1>
<produce, 1>
<a, 1>
<lull, 1>
<and, 1>
<provide, 1>
<refreshment, 1>
<for, 1>
<they, 1>
<would, 1>
<have, 1>
<been, 1>
<hoarse, 1>
<and, 1>
<faint, 1>
<if, 1>
<they, 1>
<had, 1>
<gone, 1>
<on, 1>
<much, 1>
<longer, 1>
<Such, 1>
<a, 1>
<happy, 1>
<procession, 1>
<as, 1>
<filed, 1>
<away, 1>
<into, 1>
<the, 1>
<little, 1>
<dining, 1>
<room, 1>
<Mr, 1>
<March, 1>
<proudly, 1>
<escorted, 1>
<Mrs, 1>
<Laurence, 1>
<Mrs, 1>
<March, 1>
<as, 1>
<proudly, 1>
<leaned, 1>
<on, 1>
<the, 1>
<arm, 1>
<of, 1>
<my, 1>
<son, 1>
<The, 1>
<old, 1>
<gentleman, 1>
<took, 1>
<Jo, 1>
<with, 1>
<a, 1>
<whispered, 1>
<You, 1>
<must, 1>
<be, 1>
<my, 1>
<girl, 1>
<now, 1>
<and, 1>
<a, 1>
<glance, 1>
<at, 1>
<the, 1>
<empty, 1>
<corner, 1>
<by, 1>
<the, 1>
<fire, 1>
<that, 1>
<made, 1>
<Jo, 1>
<whisper, 1>
<back, 1>
<I, 1>
<ll, 1>
<try, 1>
<to, 1>
<fill, 1>
<her, 1>
<place, 1>
<sir, 1>
<The, 1>
<twins, 1>
<pranced, 1>
<behind, 1>
<feeling, 1>
<that, 1>
<the, 1>
<millennium, 1>
<was, 1>
<at, 1>
<hand, 1>
<for, 1>
<everyone, 1>
<was, 1>
<so, 1>
<busy, 1>
<with, 1>
<the, 1>
<newcomers, 1>
<that, 1>
<they, 1>
<were, 1>
<left, 1>
<to, 1>
<revel, 1>
<at, 1>
<their, 1>
<own, 1>
<sweet, 1>
<will, 1>
<and, 1>
<you, 1>
<may, 1>
<be, 1>
<sure, 1>
<they, 1>
<made, 1>
<the, 1>
<most, 1>
<of, 1>
<the, 1>
<opportunity, 1>
<Didn, 1>
<t, 1>
<they, 1>
<steal, 1>
<sips, 1>
<of, 1>
<tea, 1>
<stuff, 1>
<gingerbread, 1>
<ad, 1>
<libitum, 1>
<get, 1>
<a, 1>
<hot, 1>
<biscuit, 1>
<apiece, 1>
<and, 1>
<as, 1>
<a, 1>
<crowning, 1>
<trespass, 1>
<didn, 1>
<t, 1>
<they, 1>
<each, 1>
<whisk, 1>
<a, 1>
<captivating, 1>
<little, 1>
<tart, 1>
<into, 1>
<their, 1>
<tiny, 1>
<pockets, 1>
<there, 1>
<to, 1>
<stick, 1>
<and, 1>
<crumble, 1>
<treacherously, 1>
<teaching, 1>
<them, 1>
<that, 1>
<both, 1>
<human, 1>
<nature, 1>
<and, 1>
<a, 1>
<pastry, 1>
<are, 1>
<frail, 1>
<Burdened, 1>
<with, 1>
<the, 1>
<guilty, 1>
<consciousness, 1>
<of, 1>
<the, 1>
<sequestered, 1>
<tarts, 1>
<and, 1>
<fearing, 1>
<that, 1>
<Dodo, 1>
<s, 1>
<sharp, 1>
<eyes, 1>
<would, 1>
<pierce, 1>
<the, 1>
<thin, 1>
<disguise, 1>
<of, 1>
<cambric, 1>
<and, 1>
<merino, 1>
<which, 1>
<hid, 1>
<their, 1>
<booty, 1>
<the, 1>
<little, 1>
<sinners, 1>
<attached, 1>
<themselves, 1>
<to, 1>
<Dranpa, 1>
<who, 1>
<hadn, 1>
<t, 1>
<his, 1>
<spectacles, 1>
<on, 1>
<Amy, 1>
<who, 1>
<was, 1>
<handed, 1>
<about, 1>
<like, 1>
<refreshments, 1>
<returned, 1>
<to, 1>
<the, 1>
<parlor, 1>
<on, 1>
<Father, 1>
<Laurence, 1>
<s, 1>
<arm, 1>
<The, 1>
<others, 1>
<paired, 1>
<off, 1>
<as, 1>
<before, 1>
<and, 1>
<this, 1>
<arrangement, 1>
<left, 1>
<Jo, 1>
<companionless, 1>
<She, 1>
<did, 1>
<not, 1>
<mind, 1>
<it, 1>
<at, 1>
<the, 1>
<minute, 1>
<for, 1>
<she, 1>
<lingered, 1>
<to, 1>
<answer, 1>
<Hannah, 1>
<s, 1>
<eager, 1>
<inquiry, 1>
<Will, 1>
<Miss, 1>
<Amy, 1>
<ride, 1>
<in, 1>
<her, 1>
<coop, 1>
<coupe, 1>
<and, 1>
<use, 1>
<all, 1>
<them, 1>
<lovely, 1>
<silver, 1>
<dishes, 1>
<that, 1>
<s, 1>
<stored, 1>
<away, 1>
<over, 1>
<yander, 1>
<Shouldn, 1>
<t, 1>
<wonder, 1>
<if, 1>
<she, 1>
<drove, 1>
<six, 1>
<white, 1>
<horses, 1>
<ate, 1>
<off, 1>
<gold, 1>
<plate, 1>
<and, 1>
<wore, 1>
<diamonds, 1>
<and, 1>
<point, 1>
<lace, 1>
<every, 1>
<day, 1>
<Teddy, 1>
<thinks, 1>
<nothing, 1>
<too, 1>
<good, 1>
<for, 1>
<her, 1>
<returned, 1>
<Jo, 1>
<with, 1>
<infinite, 1>
<satisfaction, 1>
<No, 1>
<more, 1>
<there, 1>
<is, 1>
<Will, 1>
<you, 1>
<have, 1>
<hash, 1>
<or, 1>
<fishballs, 1>
<for, 1>
<breakfast, 1>
<asked, 1>
<Hannah, 1>
<who, 1>
<wisely, 1>
<mingled, 1>
<poetry, 1>
<and, 1>
<prose, 1>
<I, 1>
<don, 1>
<t, 1>
<care, 1>
<and, 1>
<Jo, 1>
<shut, 1>
<the, 1>
<door, 1>
<feeling, 1>
<that, 1>
<food, 1>
<was, 1>
<an, 1>
<uncongenial, 1>
<topic, 1>
<j, 1>
