<ay, 1>
<at, 1>
<her, 1>
<friend, 1>
<as, 1>
<if, 1>
<she, 1>
<did, 1>
<not, 1>
<understand, 1>
<him, 1>
<then, 1>
<began, 1>
<to, 1>
<laugh, 1>
<as, 1>
<if, 1>
<mightily, 1>
<amused, 1>
<at, 1>
<something, 1>
<There, 1>
<are, 1>
<two, 1>
<which, 1>
<I, 1>
<want, 1>
<to, 1>
<have, 1>
<come, 1>
<out, 1>
<but, 1>
<I, 1>
<must, 1>
<wait, 1>
<a, 1>
<week, 1>
<What, 1>
<are, 1>
<you, 1>
<laughing, 1>
<at, 1>
<You, 1>
<are, 1>
<up, 1>
<to, 1>
<some, 1>
<mischief, 1>
<Jo, 1>
<said, 1>
<Laurie, 1>
<looking, 1>
<mystified, 1>
<So, 1>
<are, 1>
<you, 1>
<What, 1>
<were, 1>
<you, 1>
<doing, 1>
<sir, 1>
<up, 1>
<in, 1>
<that, 1>
<billiard, 1>
<saloon, 1>
<Begging, 1>
<your, 1>
<pardon, 1>
<ma, 1>
<am, 1>
<it, 1>
<wasn, 1>
<t, 1>
<a, 1>
<billiard, 1>
<saloon, 1>
<but, 1>
<a, 1>
<gymnasium, 1>
<and, 1>
<I, 1>
<was, 1>
<taking, 1>
<a, 1>
<lesson, 1>
<in, 1>
<fencing, 1>
<I, 1>
<m, 1>
<glad, 1>
<of, 1>
<that, 1>
<Why, 1>
<You, 1>
<can, 1>
<teach, 1>
<me, 1>
<and, 1>
<then, 1>
<when, 1>
<we, 1>
<play, 1>
<Hamlet, 1>
<you, 1>
<can, 1>
<be, 1>
<Laertes, 1>
<and, 1>
<we, 1>
<ll, 1>
<make, 1>
<a, 1>
<fine, 1>
<thing, 1>
<of, 1>
<the, 1>
<fencing, 1>
<scene, 1>
<Laurie, 1>
<burst, 1>
<out, 1>
<with, 1>
<a, 1>
<hearty, 1>
<boy, 1>
<s, 1>
<laugh, 1>
<which, 1>
<made, 1>
<several, 1>
<passers, 1>
<by, 1>
<smile, 1>
<in, 1>
<spite, 1>
<of, 1>
<themselves, 1>
<I, 1>
<ll, 1>
<teach, 1>
<you, 1>
<whether, 1>
<we, 1>
<play, 1>
<Hamlet, 1>
<or, 1>
<not, 1>
<It, 1>
<s, 1>
<grand, 1>
<fun, 1>
<and, 1>
<will, 1>
<straighten, 1>
<you, 1>
<up, 1>
<capitally, 1>
<But, 1>
<I, 1>
<don, 1>
<t, 1>
<believe, 1>
<that, 1>
<was, 1>
<your, 1>
<only, 1>
<reason, 1>
<for, 1>
<saying, 1>
<I, 1>
<m, 1>
<glad, 1>
<in, 1>
<that, 1>
<decided, 1>
<way, 1>
<was, 1>
<it, 1>
<now, 1>
<No, 1>
<I, 1>
<was, 1>
<glad, 1>
<that, 1>
<you, 1>
<were, 1>
<not, 1>
<in, 1>
<the, 1>
<saloon, 1>
<because, 1>
<I, 1>
<hope, 1>
<you, 1>
<never, 1>
<go, 1>
<to, 1>
<such, 1>
<places, 1>
<Do, 1>
<you, 1>
<Not, 1>
<often, 1>
<I, 1>
<wish, 1>
<you, 1>
<wouldn, 1>
<t, 1>
<It, 1>
<s, 1>
<no, 1>
<harm, 1>
<Jo, 1>
<I, 1>
<have, 1>
<billiards, 1>
<at, 1>
<home, 1>
<but, 1>
<it, 1>
<s, 1>
<no, 1>
<fun, 1>
<unless, 1>
<you, 1>
<have, 1>
<good, 1>
<players, 1>
<so, 1>
<as, 1>
<I, 1>
<m, 1>
<fond, 1>
<of, 1>
<it, 1>
<I, 1>
<come, 1>
<sometimes, 1>
<and, 1>
<have, 1>
<a, 1>
<game, 1>
<with, 1>
<Ned, 1>
<Moffat, 1>
<or, 1>
<some, 1>
<of, 1>
<the, 1>
<other, 1>
<fellows, 1>
<Oh, 1>
<dear, 1>
<I, 1>
<m, 1>
<so, 1>
<sorry, 1>
<for, 1>
<you, 1>
<ll, 1>
<get, 1>
<to, 1>
<liking, 1>
<it, 1>
<better, 1>
<and, 1>
<better, 1>
<and, 1>
<will, 1>
<waste, 1>
<time, 1>
<and, 1>
<money, 1>
<and, 1>
<grow, 1>
<like, 1>
<those, 1>
<dreadful, 1>
<boys, 1>
<I, 1>
<did, 1>
<hope, 1>
<you, 1>
<d, 1>
<stay, 1>
<respectable, 1>
<and, 1>
<be, 1>
<a, 1>
<satisfaction, 1>
<to, 1>
<your, 1>
<friends, 1>
<said, 1>
<Jo, 1>
<shaking, 1>
<her, 1>
<head, 1>
<Can, 1>
<t, 1>
<a, 1>
<fellow, 1>
<take, 1>
<a, 1>
<little, 1>
<innocent, 1>
<amusement, 1>
<now, 1>
<and, 1>
<then, 1>
<without, 1>
<losing, 1>
<his, 1>
<respectability, 1>
<asked, 1>
<Laurie, 1>
<looking, 1>
<nettled, 1>
<That, 1>
<depends, 1>
<upon, 1>
<how, 1>
<and, 1>
<where, 1>
<he, 1>
<takes, 1>
<it, 1>
<I, 1>
<don, 1>
<t, 1>
<like, 1>
<Ned, 1>
<and, 1>
<his, 1>
<set, 1>
<and, 1>
<wish, 1>
<you, 1>
<d, 1>
<keep, 1>
<out, 1>
<of, 1>
<it, 1>
<Mother, 1>
<won, 1>
<t, 1>
<let, 1>
<us, 1>
<have, 1>
<him, 1>
<at, 1>
<our, 1>
<house, 1>
<though, 1>
<he, 1>
<wants, 1>
<to, 1>
<come, 1>
<And, 1>
<if, 1>
<you, 1>
<grow, 1>
<like, 1>
<him, 1>
<she, 1>
<won, 1>
<t, 1>
<be, 1>
<willing, 1>
<to, 1>
<have, 1>
<us, 1>
<frolic, 1>
<together, 1>
<as, 1>
<we, 1>
<do, 1>
<now, 1>
<Won, 1>
<t, 1>
<she, 1>
<asked, 1>
<Laurie, 1>
<anxiously, 1>
<No, 1>
<she, 1>
<can, 1>
<t, 1>
<bear, 1>
<fashionable, 1>
<young, 1>
<men, 1>
<and, 1>
<she, 1>
<d, 1>
<shut, 1>
<us, 1>
<all, 1>
<up, 1>
<in, 1>
<bandboxes, 1>
<rather, 1>
<than, 1>
<have, 1>
<us, 1>
<associate, 1>
<with, 1>
<them, 1>
<Well, 1>
<she, 1>
<needn, 1>
<t, 1>
<get, 1>
<out, 1>
<her, 1>
<bandboxes, 1>
<yet, 1>
<I, 1>
<m, 1>
<not, 1>
<a, 1>
<fashionable, 1>
<party, 1>
<and, 1>
<don, 1>
<t, 1>
<mean, 1>
<to, 1>
<be, 1>
<but, 1>
<I, 1>
<do, 1>
<like, 1>
<harmless, 1>
<larks, 1>
<now, 1>
<and, 1>
<then, 1>
<don, 1>
<t, 1>
<you, 1>
<Yes, 1>
<nobody, 1>
<minds, 1>
<them, 1>
<so, 1>
<lark, 1>
<away, 1>
<but, 1>
<don, 1>
<t, 1>
<get, 1>
<wild, 1>
<will, 1>
<you, 1>
<Or, 1>
<there, 1>
<will, 1>
<be, 1>
<an, 1>
<end, 1>
<of, 1>
<all, 1>
<our, 1>
<good, 1>
<times, 1>
<I, 1>
<ll, 1>
<be, 1>
<a, 1>
<double, 1>
<distilled, 1>
<saint, 1>
<I, 1>
<can, 1>
<t, 1>
<bear, 1>
<saints, 1>
<Just, 1>
<be, 1>
<a, 1>
<simple, 1>
<honest, 1>
<respectable, 1>
<boy, 1>
<and, 1>
<we, 1>
<ll, 1>
<never, 1>
<desert, 1>
<you, 1>
<I, 1>
<don, 1>
<t, 1>
<know, 1>
<what, 1>
<I, 1>
<should, 1>
<do, 1>
<if, 1>
<you, 1>
<acted, 1>
<like, 1>
<Mr, 1>
<King, 1>
<s, 1>
<son, 1>
<He, 1>
<had, 1>
<plenty, 1>
<of, 1>
<money, 1>
<but, 1>
<didn, 1>
<t, 1>
<know, 1>
<how, 1>
<to, 1>
<spend, 1>
<it, 1>
<and, 1>
<got, 1>
<tipsy, 1>
<and, 1>
<gambled, 1>
<and, 1>
<ran, 1>
<away, 1>
<and, 1>
<forged, 1>
<his, 1>
<father, 1>
<s, 1>
<name, 1>
<I, 1>
<believe, 1>
<and, 1>
<was, 1>
<altogether, 1>
<horrid, 1>
<You, 1>
<think, 1>
<I, 1>
<m, 1>
<likely, 1>
<to, 1>
<do, 1>
<the, 1>
<same, 1>
<Much, 1>
<obliged, 1>
<No, 1>
<I, 1>
<don, 1>
<t, 1>
<oh, 1>
<dear, 1>
<no, 1>
<but, 1>
<I, 1>
<hear, 1>
<people, 1>
<talking, 1>
<about, 1>
<money, 1>
<being, 1>
<such, 1>
<a, 1>
<temptation, 1>
<and, 1>
<I, 1>
<sometimes, 1>
<wish, 1>
<you, 1>
<were, 1>
<poor, 1>
<I, 1>
<shouldn, 1>
<t, 1>
<worry, 1>
<then, 1>
<Do, 1>
<you, 1>
<worry, 1>
<about, 1>
<me, 1>
<Jo, 1>
<A, 1>
<little, 1>
<when, 1>
<you, 1>
<look, 1>
<moody, 1>
<and, 1>
<discontented, 1>
<as, 1>
<you, 1>
<sometimes, 1>
<do, 1>
<for, 1>
<you, 1>
<ve, 1>
<got, 1>
<such, 1>
<a, 1>
<strong, 1>
<will, 1>
<if, 1>
<you, 1>
<once, 1>
<get, 1>
<started, 1>
<wrong, 1>
<I, 1>
<m, 1>
<afraid, 1>
<it, 1>
<would, 1>
<be, 1>
<hard, 1>
<to, 1>
<stop, 1>
<you, 1>
<Laurie, 1>
<walked, 1>
<in, 1>
<silence, 1>
<a, 1>
<few, 1>
<minutes, 1>
<and, 1>
<Jo, 1>
<watched, 1>
<him, 1>
<wishing, 1>
<she, 1>
<had, 1>
<held, 1>
<her, 1>
<tongue, 1>
<for, 1>
<his, 1>
<eyes, 1>
<looked, 1>
<angry, 1>
<though, 1>
<his, 1>
<lips, 1>
<smiled, 1>
<as, 1>
<if, 1>
<at, 1>
<her, 1>
<warnings, 1>
<Are, 1>
<you, 1>
<going, 1>
<to, 1>
<deli, 1>
