<The, 1>
<You, 1>
<can, 1>
<t, 1>
<dance, 1>
<without, 1>
<them, 1>
<and, 1>
<if, 1>
<you, 1>
<don, 1>
<t, 1>
<I, 1>
<should, 1>
<be, 1>
<so, 1>
<mortified, 1>
<Then, 1>
<I, 1>
<ll, 1>
<stay, 1>
<still, 1>
<I, 1>
<don, 1>
<t, 1>
<care, 1>
<much, 1>
<for, 1>
<company, 1>
<dancing, 1>
<It, 1>
<s, 1>
<no, 1>
<fun, 1>
<to, 1>
<go, 1>
<sailing, 1>
<round, 1>
<I, 1>
<like, 1>
<to, 1>
<fly, 1>
<about, 1>
<and, 1>
<cut, 1>
<capers, 1>
<You, 1>
<can, 1>
<t, 1>
<ask, 1>
<Mother, 1>
<for, 1>
<new, 1>
<ones, 1>
<they, 1>
<are, 1>
<so, 1>
<expensive, 1>
<and, 1>
<you, 1>
<are, 1>
<so, 1>
<careless, 1>
<She, 1>
<said, 1>
<when, 1>
<you, 1>
<spoiled, 1>
<the, 1>
<others, 1>
<that, 1>
<she, 1>
<shouldn, 1>
<t, 1>
<get, 1>
<you, 1>
<any, 1>
<more, 1>
<this, 1>
<winter, 1>
<Can, 1>
<t, 1>
<you, 1>
<make, 1>
<them, 1>
<do, 1>
<I, 1>
<can, 1>
<hold, 1>
<them, 1>
<crumpled, 1>
<up, 1>
<in, 1>
<my, 1>
<hand, 1>
<so, 1>
<no, 1>
<one, 1>
<will, 1>
<know, 1>
<how, 1>
<stained, 1>
<they, 1>
<are, 1>
<That, 1>
<s, 1>
<all, 1>
<I, 1>
<can, 1>
<do, 1>
<No, 1>
<I, 1>
<ll, 1>
<tell, 1>
<you, 1>
<how, 1>
<we, 1>
<can, 1>
<manage, 1>
<each, 1>
<wear, 1>
<one, 1>
<good, 1>
<one, 1>
<and, 1>
<carry, 1>
<a, 1>
<bad, 1>
<one, 1>
<Don, 1>
<t, 1>
<you, 1>
<see, 1>
<Your, 1>
<hands, 1>
<are, 1>
<bigger, 1>
<than, 1>
<mine, 1>
<and, 1>
<you, 1>
<will, 1>
<stretch, 1>
<my, 1>
<glove, 1>
<dreadfully, 1>
<began, 1>
<Meg, 1>
<whose, 1>
<gloves, 1>
<were, 1>
<a, 1>
<tender, 1>
<point, 1>
<with, 1>
<her, 1>
<Then, 1>
<I, 1>
<ll, 1>
<go, 1>
<without, 1>
<I, 1>
<don, 1>
<t, 1>
<care, 1>
<what, 1>
<people, 1>
<say, 1>
<cried, 1>
<Jo, 1>
<taking, 1>
<up, 1>
<her, 1>
<book, 1>
<You, 1>
<may, 1>
<have, 1>
<it, 1>
<you, 1>
<may, 1>
<Only, 1>
<don, 1>
<t, 1>
<stain, 1>
<it, 1>
<and, 1>
<do, 1>
<behave, 1>
<nicely, 1>
<Don, 1>
<t, 1>
<put, 1>
<your, 1>
<hands, 1>
<behind, 1>
<you, 1>
<or, 1>
<stare, 1>
<or, 1>
<say, 1>
<Christopher, 1>
<Columbus, 1>
<will, 1>
<you, 1>
<Don, 1>
<t, 1>
<worry, 1>
<about, 1>
<me, 1>
<I, 1>
<ll, 1>
<be, 1>
<as, 1>
<prim, 1>
<as, 1>
<I, 1>
<can, 1>
<and, 1>
<not, 1>
<get, 1>
<into, 1>
<any, 1>
<scrapes, 1>
<if, 1>
<I, 1>
<can, 1>
<help, 1>
<it, 1>
<Now, 1>
<go, 1>
<and, 1>
<answer, 1>
<your, 1>
<note, 1>
<and, 1>
<let, 1>
<me, 1>
<finish, 1>
<this, 1>
<splendid, 1>
<story, 1>
<So, 1>
<Meg, 1>
<went, 1>
<away, 1>
<to, 1>
<accept, 1>
<with, 1>
<thanks, 1>
<look, 1>
<over, 1>
<her, 1>
<dress, 1>
<and, 1>
<sing, 1>
<blithely, 1>
<as, 1>
<she, 1>
<did, 1>
<up, 1>
<her, 1>
<one, 1>
<real, 1>
<lace, 1>
<frill, 1>
<while, 1>
<Jo, 1>
<finished, 1>
<her, 1>
<story, 1>
<her, 1>
<four, 1>
<apples, 1>
<and, 1>
<had, 1>
<a, 1>
<game, 1>
<of, 1>
<romps, 1>
<with, 1>
<Scrabble, 1>
<On, 1>
<New, 1>
<Year, 1>
<s, 1>
<Eve, 1>
<the, 1>
<parlor, 1>
<was, 1>
<deserted, 1>
<for, 1>
<the, 1>
<two, 1>
<younger, 1>
<girls, 1>
<played, 1>
<dressing, 1>
<maids, 1>
<and, 1>
<the, 1>
<two, 1>
<elder, 1>
<were, 1>
<absorbed, 1>
<in, 1>
<the, 1>
<all, 1>
<important, 1>
<business, 1>
<of, 1>
<getting, 1>
<ready, 1>
<for, 1>
<the, 1>
<party, 1>
<Simple, 1>
<as, 1>
<the, 1>
<toilets, 1>
<were, 1>
<there, 1>
<was, 1>
<a, 1>
<great, 1>
<deal, 1>
<of, 1>
<running, 1>
<up, 1>
<and, 1>
<down, 1>
<laughing, 1>
<and, 1>
<talking, 1>
<and, 1>
<at, 1>
<one, 1>
<time, 1>
<a, 1>
<strong, 1>
<smell, 1>
<of, 1>
<burned, 1>
<hair, 1>
<pervaded, 1>
<the, 1>
<house, 1>
<Meg, 1>
<wanted, 1>
<a, 1>
<few, 1>
<curls, 1>
<about, 1>
<her, 1>
<face, 1>
<and, 1>
<Jo, 1>
<undertook, 1>
<to, 1>
<pinch, 1>
<the, 1>
<papered, 1>
<locks, 1>
<with, 1>
<a, 1>
<pair, 1>
<of, 1>
<hot, 1>
<tongs, 1>
<Ought, 1>
<they, 1>
<to, 1>
<smoke, 1>
<like, 1>
<that, 1>
<asked, 1>
<Beth, 1>
<from, 1>
<her, 1>
<perch, 1>
<on, 1>
<the, 1>
<bed, 1>
<It, 1>
<s, 1>
<the, 1>
<dampness, 1>
<drying, 1>
<replied, 1>
<Jo, 1>
<What, 1>
<a, 1>
<queer, 1>
<smell, 1>
<It, 1>
<s, 1>
<like, 1>
<burned, 1>
<feathers, 1>
<observed, 1>
<Amy, 1>
<smoothing, 1>
<her, 1>
<own, 1>
<pretty, 1>
<curls, 1>
<with, 1>
<a, 1>
<superior, 1>
<air, 1>
<There, 1>
<now, 1>
<I, 1>
<ll, 1>
<take, 1>
<off, 1>
<the, 1>
<papers, 1>
<and, 1>
<you, 1>
<ll, 1>
<see, 1>
<a, 1>
<cloud, 1>
<of, 1>
<little, 1>
<ringlets, 1>
<said, 1>
<Jo, 1>
<putting, 1>
<down, 1>
<the, 1>
<tongs, 1>
<She, 1>
<did, 1>
<take, 1>
<off, 1>
<the, 1>
<papers, 1>
<but, 1>
<no, 1>
<cloud, 1>
<of, 1>
<ringlets, 1>
<appeared, 1>
<for, 1>
<the, 1>
<hair, 1>
<came, 1>
<with, 1>
<the, 1>
<papers, 1>
<and, 1>
<the, 1>
<horrified, 1>
<hairdresser, 1>
<laid, 1>
<a, 1>
<row, 1>
<of, 1>
<little, 1>
<scorched, 1>
<bundles, 1>
<on, 1>
<the, 1>
<bureau, 1>
<before, 1>
<her, 1>
<victim, 1>
<Oh, 1>
<oh, 1>
<oh, 1>
<What, 1>
<have, 1>
<you, 1>
<done, 1>
<I, 1>
<m, 1>
<spoiled, 1>
<I, 1>
<can, 1>
<t, 1>
<go, 1>
<My, 1>
<hair, 1>
<oh, 1>
<my, 1>
<hair, 1>
<wailed, 1>
<Meg, 1>
<looking, 1>
<with, 1>
<despair, 1>
<at, 1>
<the, 1>
<uneven, 1>
<frizzle, 1>
<on, 1>
<her, 1>
<forehead, 1>
<Just, 1>
<my, 1>
<luck, 1>
<You, 1>
<shouldn, 1>
<t, 1>
<have, 1>
<asked, 1>
<me, 1>
<to, 1>
<do, 1>
<it, 1>
<I, 1>
<always, 1>
<spoil, 1>
<everything, 1>
<I, 1>
<m, 1>
<so, 1>
<sorry, 1>
<but, 1>
<the, 1>
<tongs, 1>
<were, 1>
<too, 1>
<hot, 1>
<and, 1>
<so, 1>
<I, 1>
<ve, 1>
<made, 1>
<a, 1>
<mess, 1>
<groaned, 1>
<poor, 1>
<Jo, 1>
<regarding, 1>
<the, 1>
<little, 1>
<black, 1>
<pancakes, 1>
<with, 1>
<tears, 1>
<of, 1>
<regret, 1>
<It, 1>
<isn, 1>
<t, 1>
<spoiled, 1>
<Just, 1>
<frizzle, 1>
<it, 1>
<and, 1>
<tie, 1>
<your, 1>
<ribbon, 1>
<so, 1>
<the, 1>
<ends, 1>
<come, 1>
<on, 1>
<your, 1>
<forehead, 1>
<a, 1>
<bit, 1>
<and, 1>
<it, 1>
<will, 1>
<look, 1>
<like, 1>
<the, 1>
<last, 1>
<fa, 1>
