<b, 1>
<Jo, 1>
<s, 1>
<bed, 1>
<was, 1>
<never, 1>
<alike, 1>
<two, 1>
<seasons, 1>
<for, 1>
<she, 1>
<was, 1>
<always, 1>
<trying, 1>
<experiments, 1>
<This, 1>
<year, 1>
<it, 1>
<was, 1>
<to, 1>
<be, 1>
<a, 1>
<plantation, 1>
<of, 1>
<sun, 1>
<flowers, 1>
<the, 1>
<seeds, 1>
<of, 1>
<which, 1>
<cheerful, 1>
<and, 1>
<aspiring, 1>
<plant, 1>
<were, 1>
<to, 1>
<feed, 1>
<Aunt, 1>
<Cockle, 1>
<top, 1>
<and, 1>
<her, 1>
<family, 1>
<of, 1>
<chicks, 1>
<Beth, 1>
<had, 1>
<old, 1>
<fashioned, 1>
<fragrant, 1>
<flowers, 1>
<in, 1>
<her, 1>
<garden, 1>
<sweet, 1>
<peas, 1>
<and, 1>
<mignonette, 1>
<larkspur, 1>
<pinks, 1>
<pansies, 1>
<and, 1>
<southernwood, 1>
<with, 1>
<chickweed, 1>
<for, 1>
<the, 1>
<birds, 1>
<and, 1>
<catnip, 1>
<for, 1>
<the, 1>
<pussies, 1>
<Amy, 1>
<had, 1>
<a, 1>
<bower, 1>
<in, 1>
<hers, 1>
<rather, 1>
<small, 1>
<and, 1>
<earwiggy, 1>
<but, 1>
<very, 1>
<pretty, 1>
<to, 1>
<look, 1>
<at, 1>
<with, 1>
<honeysuckle, 1>
<and, 1>
<morning, 1>
<glories, 1>
<hanging, 1>
<their, 1>
<colored, 1>
<horns, 1>
<and, 1>
<bells, 1>
<in, 1>
<graceful, 1>
<wreaths, 1>
<all, 1>
<over, 1>
<it, 1>
<tall, 1>
<white, 1>
<lilies, 1>
<delicate, 1>
<ferns, 1>
<and, 1>
<as, 1>
<many, 1>
<brilliant, 1>
<picturesque, 1>
<plants, 1>
<as, 1>
<would, 1>
<consent, 1>
<to, 1>
<blossom, 1>
<there, 1>
<Gardening, 1>
<walks, 1>
<rows, 1>
<on, 1>
<the, 1>
<river, 1>
<and, 1>
<flower, 1>
<hunts, 1>
<employed, 1>
<the, 1>
<fine, 1>
<days, 1>
<and, 1>
<for, 1>
<rainy, 1>
<ones, 1>
<they, 1>
<had, 1>
<house, 1>
<diversions, 1>
<some, 1>
<old, 1>
<some, 1>
<new, 1>
<all, 1>
<more, 1>
<or, 1>
<less, 1>
<original, 1>
<One, 1>
<of, 1>
<these, 1>
<was, 1>
<the, 1>
<P, 1>
<C, 1>
<for, 1>
<as, 1>
<secret, 1>
<societies, 1>
<were, 1>
<the, 1>
<fashion, 1>
<it, 1>
<was, 1>
<thought, 1>
<proper, 1>
<to, 1>
<have, 1>
<one, 1>
<and, 1>
<as, 1>
<all, 1>
<of, 1>
<the, 1>
<girls, 1>
<admired, 1>
<Dickens, 1>
<they, 1>
<called, 1>
<themselves, 1>
<the, 1>
<Pickwick, 1>
<Club, 1>
<With, 1>
<a, 1>
<few, 1>
<interruptions, 1>
<they, 1>
<had, 1>
<kept, 1>
<this, 1>
<up, 1>
<for, 1>
<a, 1>
<year, 1>
<and, 1>
<met, 1>
<every, 1>
<Saturday, 1>
<evening, 1>
<in, 1>
<the, 1>
<big, 1>
<garret, 1>
<on, 1>
<which, 1>
<occasions, 1>
<the, 1>
<ceremonies, 1>
<were, 1>
<as, 1>
<follows, 1>
<Three, 1>
<chairs, 1>
<were, 1>
<arranged, 1>
<in, 1>
<a, 1>
<row, 1>
<before, 1>
<a, 1>
<table, 1>
<on, 1>
<which, 1>
<was, 1>
<a, 1>
<lamp, 1>
<also, 1>
<four, 1>
<white, 1>
<badges, 1>
<with, 1>
<a, 1>
<big, 1>
<P, 1>
<C, 1>
<in, 1>
<different, 1>
<colors, 1>
<on, 1>
<each, 1>
<and, 1>
<the, 1>
<weekly, 1>
<newspaper, 1>
<called, 1>
<The, 1>
<Pickwick, 1>
<Portfolio, 1>
<to, 1>
<which, 1>
<all, 1>
<contributed, 1>
<something, 1>
<while, 1>
<Jo, 1>
<who, 1>
<reveled, 1>
<in, 1>
<pens, 1>
<and, 1>
<ink, 1>
<was, 1>
<the, 1>
<editor, 1>
<At, 1>
<seven, 1>
<o, 1>
<clock, 1>
<the, 1>
<four, 1>
<members, 1>
<ascended, 1>
<to, 1>
<the, 1>
<clubroom, 1>
<tied, 1>
<their, 1>
<badges, 1>
<round, 1>
<their, 1>
<heads, 1>
<and, 1>
<took, 1>
<their, 1>
<seats, 1>
<with, 1>
<great, 1>
<solemnity, 1>
<Meg, 1>
<as, 1>
<the, 1>
<eldest, 1>
<was, 1>
<Samuel, 1>
<Pickwick, 1>
<Jo, 1>
<being, 1>
<of, 1>
<a, 1>
<literary, 1>
<turn, 1>
<Augustus, 1>
<Snodgrass, 1>
<Beth, 1>
<because, 1>
<she, 1>
<was, 1>
<round, 1>
<and, 1>
<rosy, 1>
<Tracy, 1>
<Tupman, 1>
<and, 1>
<Amy, 1>
<who, 1>
<was, 1>
<always, 1>
<trying, 1>
<to, 1>
<do, 1>
<what, 1>
<she, 1>
<couldn, 1>
<t, 1>
<was, 1>
<Nathaniel, 1>
<Winkle, 1>
<Pickwick, 1>
<the, 1>
<president, 1>
<read, 1>
<the, 1>
<paper, 1>
<which, 1>
<was, 1>
<filled, 1>
<with, 1>
<original, 1>
<tales, 1>
<poetry, 1>
<local, 1>
<news, 1>
<funny, 1>
<advertisements, 1>
<and, 1>
<hints, 1>
<in, 1>
<which, 1>
<they, 1>
<good, 1>
<naturedly, 1>
<reminded, 1>
<each, 1>
<other, 1>
<of, 1>
<their, 1>
<faults, 1>
<and, 1>
<short, 1>
<comings, 1>
<On, 1>
<one, 1>
<occasion, 1>
<Mr, 1>
<Pickwick, 1>
<put, 1>
<on, 1>
<a, 1>
<pair, 1>
<of, 1>
<spectacles, 1>
<without, 1>
<any, 1>
<glass, 1>
<rapped, 1>
<upon, 1>
<the, 1>
<table, 1>
<hemmed, 1>
<and, 1>
<having, 1>
<stared, 1>
<hard, 1>
<at, 1>
<Mr, 1>
<Snodgrass, 1>
<who, 1>
<was, 1>
<tilting, 1>
<back, 1>
<in, 1>
<his, 1>
<chair, 1>
<till, 1>
<he, 1>
<arranged, 1>
<himself, 1>
<properly, 1>
<began, 1>
<to, 1>
<read, 1>
<THE, 1>
<PICKWICK, 1>
<PORTFOLIO, 1>
<MAY, 1>
<POET, 1>
<S, 1>
<CORNER, 1>
<ANNIVERSARY, 1>
<ODE, 1>
<Again, 1>
<we, 1>
<meet, 1>
<to, 1>
<celebrate, 1>
<With, 1>
<badge, 1>
<and, 1>
<solemn, 1>
<rite, 1>
<Our, 1>
<fifty, 1>
<second, 1>
<anniversary, 1>
<In, 1>
<Pickwick, 1>
<Hall, 1>
<tonight, 1>
<We, 1>
<all, 1>
<are, 1>
<here, 1>
<in, 1>
<perfect, 1>
<health, 1>
<None, 1>
<gone, 1>
<from, 1>
<our, 1>
<small, 1>
<band, 1>
<Again, 1>
<we, 1>
<see, 1>
<each, 1>
<well, 1>
<known, 1>
<face, 1>
<And, 1>
<press, 1>
<each, 1>
<friendly, 1>
<hand, 1>
<Our, 1>
<Pickwick, 1>
<always, 1>
<at, 1>
<his, 1>
<post, 1>
<With, 1>
<reverence, 1>
<we, 1>
<greet, 1>
<As, 1>
<spectacles, 1>
<on, 1>
<nose, 1>
<he, 1>
<reads, 1>
<Our, 1>
<well, 1>
<filled, 1>
<weekly, 1>
<sheet, 1>
<Although, 1>
<he, 1>
<suffers, 1>
<from, 1>
<a, 1>
<cold, 1>
<We, 1>
<joy, 1>
<to, 1>
<hear, 1>
<him, 1>
<speak, 1>
<For, 1>
<words, 1>
<of, 1>
<wisdom, 1>
<from, 1>
<him, 1>
<fall, 1>
<In, 1>
<spite, 1>
<of, 1>
<croak, 1>
<or, 1>
<squeak, 1>
<Old, 1>
<six, 1>
<foot, 1>
<Snodgrass, 1>
<looms, 1>
<on, 1>
<high, 1>
<With, 1>
<elephantine, 1>
<grace, 1>
<And, 1>
<beams, 1>
<upon, 1>
<the, 1>
<company, 1>
<With, 1>
<brown, 1>
<and, 1>
<jovial, 1>
<face, 1>
<Poetic, 1>
<fire, 1>
<lights, 1>
<up, 1>
<his, 1>
<eye, 1>
<He, 1>
<struggles, 1>
<gainst, 1>
<his, 1>
<lot, 1>
<Behold, 1>
<ambition, 1>
<on, 1>
<his, 1>
<brow, 1>
