<teroom, 1>
<stood, 1>
<on, 1>
<end, 1>
<it, 1>
<was, 1>
<a, 1>
<sign, 1>
<that, 1>
<he, 1>
<might, 1>
<approach, 1>
<and, 1>
<repose, 1>
<but, 1>
<if, 1>
<it, 1>
<lay, 1>
<flat, 1>
<across, 1>
<the, 1>
<sofa, 1>
<woe, 1>
<to, 1>
<man, 1>
<woman, 1>
<or, 1>
<child, 1>
<who, 1>
<dared, 1>
<disturb, 1>
<it, 1>
<That, 1>
<evening, 1>
<Jo, 1>
<forgot, 1>
<to, 1>
<barricade, 1>
<her, 1>
<corner, 1>
<and, 1>
<had, 1>
<not, 1>
<been, 1>
<in, 1>
<her, 1>
<seat, 1>
<five, 1>
<minutes, 1>
<before, 1>
<a, 1>
<massive, 1>
<form, 1>
<appeared, 1>
<beside, 1>
<her, 1>
<and, 1>
<with, 1>
<both, 1>
<arms, 1>
<spread, 1>
<over, 1>
<the, 1>
<sofa, 1>
<back, 1>
<both, 1>
<long, 1>
<legs, 1>
<stretched, 1>
<out, 1>
<before, 1>
<him, 1>
<Laurie, 1>
<exclaimed, 1>
<with, 1>
<a, 1>
<sigh, 1>
<of, 1>
<satisfaction, 1>
<Now, 1>
<this, 1>
<is, 1>
<filling, 1>
<at, 1>
<the, 1>
<price, 1>
<No, 1>
<slang, 1>
<snapped, 1>
<Jo, 1>
<slamming, 1>
<down, 1>
<the, 1>
<pillow, 1>
<But, 1>
<it, 1>
<was, 1>
<too, 1>
<late, 1>
<there, 1>
<was, 1>
<no, 1>
<room, 1>
<for, 1>
<it, 1>
<and, 1>
<coasting, 1>
<onto, 1>
<the, 1>
<floor, 1>
<it, 1>
<disappeared, 1>
<in, 1>
<a, 1>
<most, 1>
<mysterious, 1>
<manner, 1>
<Come, 1>
<Jo, 1>
<don, 1>
<t, 1>
<be, 1>
<thorny, 1>
<After, 1>
<studying, 1>
<himself, 1>
<to, 1>
<a, 1>
<skeleton, 1>
<all, 1>
<the, 1>
<week, 1>
<a, 1>
<fellow, 1>
<deserves, 1>
<petting, 1>
<and, 1>
<ought, 1>
<to, 1>
<get, 1>
<it, 1>
<Beth, 1>
<will, 1>
<pet, 1>
<you, 1>
<I, 1>
<m, 1>
<busy, 1>
<No, 1>
<she, 1>
<s, 1>
<not, 1>
<to, 1>
<be, 1>
<bothered, 1>
<with, 1>
<me, 1>
<but, 1>
<you, 1>
<like, 1>
<that, 1>
<sort, 1>
<of, 1>
<thing, 1>
<unless, 1>
<you, 1>
<ve, 1>
<suddenly, 1>
<lost, 1>
<your, 1>
<taste, 1>
<for, 1>
<it, 1>
<Have, 1>
<you, 1>
<Do, 1>
<you, 1>
<hate, 1>
<your, 1>
<boy, 1>
<and, 1>
<want, 1>
<to, 1>
<fire, 1>
<pillows, 1>
<at, 1>
<him, 1>
<Anything, 1>
<more, 1>
<wheedlesome, 1>
<than, 1>
<that, 1>
<touching, 1>
<appeal, 1>
<was, 1>
<seldom, 1>
<heard, 1>
<but, 1>
<Jo, 1>
<quenched, 1>
<her, 1>
<boy, 1>
<by, 1>
<turning, 1>
<on, 1>
<him, 1>
<with, 1>
<a, 1>
<stern, 1>
<query, 1>
<How, 1>
<many, 1>
<bouquets, 1>
<have, 1>
<you, 1>
<sent, 1>
<Miss, 1>
<Randal, 1>
<this, 1>
<week, 1>
<Not, 1>
<one, 1>
<upon, 1>
<my, 1>
<word, 1>
<She, 1>
<s, 1>
<engaged, 1>
<Now, 1>
<then, 1>
<I, 1>
<m, 1>
<glad, 1>
<of, 1>
<it, 1>
<that, 1>
<s, 1>
<one, 1>
<of, 1>
<your, 1>
<foolish, 1>
<extravagances, 1>
<sending, 1>
<flowers, 1>
<and, 1>
<things, 1>
<to, 1>
<girls, 1>
<for, 1>
<whom, 1>
<you, 1>
<don, 1>
<t, 1>
<care, 1>
<two, 1>
<pins, 1>
<continued, 1>
<Jo, 1>
<reprovingly, 1>
<Sensible, 1>
<girls, 1>
<for, 1>
<whom, 1>
<I, 1>
<do, 1>
<care, 1>
<whole, 1>
<papers, 1>
<of, 1>
<pins, 1>
<won, 1>
<t, 1>
<let, 1>
<me, 1>
<send, 1>
<them, 1>
<flowers, 1>
<and, 1>
<things, 1>
<so, 1>
<what, 1>
<can, 1>
<I, 1>
<do, 1>
<My, 1>
<feelings, 1>
<need, 1>
<a, 1>
<vent, 1>
<Mother, 1>
<doesn, 1>
<t, 1>
<approve, 1>
<of, 1>
<flirting, 1>
<even, 1>
<in, 1>
<fun, 1>
<and, 1>
<you, 1>
<do, 1>
<flirt, 1>
<desperately, 1>
<Teddy, 1>
<I, 1>
<d, 1>
<give, 1>
<anything, 1>
<if, 1>
<I, 1>
<could, 1>
<answer, 1>
<So, 1>
<do, 1>
<you, 1>
<As, 1>
<I, 1>
<can, 1>
<t, 1>
<I, 1>
<ll, 1>
<merely, 1>
<say, 1>
<that, 1>
<I, 1>
<don, 1>
<t, 1>
<see, 1>
<any, 1>
<harm, 1>
<in, 1>
<that, 1>
<pleasant, 1>
<little, 1>
<game, 1>
<if, 1>
<all, 1>
<parties, 1>
<understand, 1>
<that, 1>
<it, 1>
<s, 1>
<only, 1>
<play, 1>
<Well, 1>
<it, 1>
<does, 1>
<look, 1>
<pleasant, 1>
<but, 1>
<I, 1>
<can, 1>
<t, 1>
<learn, 1>
<how, 1>
<it, 1>
<s, 1>
<done, 1>
<I, 1>
<ve, 1>
<tried, 1>
<because, 1>
<one, 1>
<feels, 1>
<awkward, 1>
<in, 1>
<company, 1>
<not, 1>
<to, 1>
<do, 1>
<as, 1>
<everybody, 1>
<else, 1>
<is, 1>
<doing, 1>
<but, 1>
<I, 1>
<don, 1>
<t, 1>
<seem, 1>
<to, 1>
<get, 1>
<on, 1>
<said, 1>
<Jo, 1>
<forgetting, 1>
<to, 1>
<play, 1>
<mentor, 1>
<Take, 1>
<lessons, 1>
<of, 1>
<Amy, 1>
<she, 1>
<has, 1>
<a, 1>
<regular, 1>
<talent, 1>
<for, 1>
<it, 1>
<Yes, 1>
<she, 1>
<does, 1>
<it, 1>
<very, 1>
<prettily, 1>
<and, 1>
<never, 1>
<seems, 1>
<to, 1>
<go, 1>
<too, 1>
<far, 1>
<I, 1>
<suppose, 1>
<it, 1>
<s, 1>
<natural, 1>
<to, 1>
<some, 1>
<people, 1>
<to, 1>
<please, 1>
<without, 1>
<trying, 1>
<and, 1>
<others, 1>
<to, 1>
<always, 1>
<say, 1>
<and, 1>
<do, 1>
<the, 1>
<wrong, 1>
<thing, 1>
<in, 1>
<the, 1>
<wrong, 1>
<place, 1>
<I, 1>
<m, 1>
<glad, 1>
<you, 1>
<can, 1>
<t, 1>
<flirt, 1>
<It, 1>
<s, 1>
<really, 1>
<refreshing, 1>
<to, 1>
<see, 1>
<a, 1>
<sensible, 1>
<straightforward, 1>
<girl, 1>
<who, 1>
<can, 1>
<be, 1>
<jolly, 1>
<and, 1>
<kind, 1>
<without, 1>
<making, 1>
<a, 1>
<fool, 1>
<of, 1>
<herself, 1>
<Between, 1>
<ourselves, 1>
<Jo, 1>
<some, 1>
<of, 1>
<the, 1>
<girls, 1>
<I, 1>
<know, 1>
<really, 1>
<do, 1>
<go, 1>
<on, 1>
<at, 1>
<such, 1>
<a, 1>
<rate, 1>
<I, 1>
<m, 1>
<ashamed, 1>
<of, 1>
<them, 1>
<They, 1>
<don, 1>
<t, 1>
<mean, 1>
<any, 1>
<harm, 1>
<I, 1>
<m, 1>
<sure, 1>
<but, 1>
<if, 1>
<they, 1>
<knew, 1>
<how, 1>
<we, 1>
<fellows, 1>
<talked, 1>
<about, 1>
<them, 1>
<afterward, 1>
<they, 1>
<d, 1>
<mend, 1>
<their, 1>
<ways, 1>
<I, 1>
<fancy, 1>
<They, 1>
<do, 1>
<the, 1>
<same, 1>
<and, 1>
<as, 1>
<their, 1>
<tongues, 1>
<are, 1>
<the, 1>
<sharpest, 1>
<you, 1>
<fellows, 1>
<get, 1>
<the, 1>
<worst, 1>
<of, 1>
<it, 1>
<for, 1>
<you, 1>
<are, 1>
<as, 1>
<silly, 1>
<as, 1>
<they, 1>
<every, 1>
<bit, 1>
<If, 1>
<you, 1>
<behaved, 1>
<properly, 1>
<they, 1>
<would, 1>
<but, 1>
<knowing, 1>
<you, 1>
<like, 1>
<their, 1>
<nonsense, 1>
<they, 1>
<keep, 1>
<it, 1>
<up, 1>
<and, 1>
<then, 1>
<you, 1>
<blame, 1>
<them, 1>
<Much, 1>
<you, 1>
<know, 1>
<about, 1>
<it, 1>
<ma, 1>
<am, 1>
<said, 1>
<Laurie, 1>
<in, 1>
<a, 1>
<superior, 1>
<tone, 1>
<We, 1>
<don, 1>
<t, 1>
<like, 1>
<romps, 1>
<and, 1>
<flirts, 1>
<though, 1>
<we, 1>
<may, 1>
<act, 1>
<as, 1>
<if, 1>
<we, 1>
<did, 1>
<sometimes, 1>
<The, 1>
<pretty, 1>
<modest, 1>
<girls, 1>
<are, 1>
<never, 1>
<talked, 1>
<about, 1>
<except, 1>
<respectfully, 1>
<among, 1>
<gentleman, 1>
<Bless, 1>
<your, 1>
<innocent, 1>
<soul, 1>
<If, 1>
<you, 1>
<could, 1>
<be, 1>
<in, 1>
<my, 1>
<place, 1>
<for, 1>
<, 1>
